dsgdb9nsd_000001	C
dsgdb9nsd_130614	O=C1C=NOC=C1C#C
dsgdb9nsd_130615	O=C1C=NOC=C1C#N
dsgdb9nsd_130616	O=C1C=NOC=NC1=O
dsgdb9nsd_130617	O=C1C=NON=C1C#C
dsgdb9nsd_130618	O=C1C=NON=C1C#N
dsgdb9nsd_130619	O=C1C=NON=CC1=O
dsgdb9nsd_130622	O=C1CC2=C(C1)C=NO2
dsgdb9nsd_130623	O=C1CC2=C(C1)N=NN2
dsgdb9nsd_130624	O=C1CC2=C(C1)N=NO2
dsgdb9nsd_130625	O=C1CC2=C(N1)C=NN2
dsgdb9nsd_130626	O=C1CC2=C(N1)C=NO2
dsgdb9nsd_130627	O=C1CC2=C(N1)N=NN2
dsgdb9nsd_130628	O=C1CC2=C(N1)N=NO2
dsgdb9nsd_130629	O=C1CC2=C(N1)ON=C2
dsgdb9nsd_130631	O=C1CC2=C(NN=C2)N1
dsgdb9nsd_130632	O=C1CC2=C(O1)C=NN2
dsgdb9nsd_130634	O=C1CCC2=C1C=NO2
dsgdb9nsd_130637	O=C1CCC2=C1ON=C2
dsgdb9nsd_130638	O=C1CCC2=C1ON=N2
dsgdb9nsd_130640	O=C1CCC2=CN=NN12
dsgdb9nsd_130641	O=C1CCC2=NC=NN12
dsgdb9nsd_130643	O=C1CCN2N=CN=C12
dsgdb9nsd_130644	O=C1CCN2N=NC=C12
dsgdb9nsd_130646	O=C1CN2N=CC=C2N1
dsgdb9nsd_130647	O=C1CN2N=CC=C2O1
dsgdb9nsd_130648	O=C1CN2N=CN=C2C1
dsgdb9nsd_130649	O=C1CN2N=CN=C2N1
dsgdb9nsd_130650	O=C1CN2N=CN=C2O1
dsgdb9nsd_130651	O=C1CN2N=NC=C2C1
dsgdb9nsd_130652	O=C1CN2N=NC=C2N1
dsgdb9nsd_130653	O=C1CN2N=NC=C2O1
dsgdb9nsd_130654	O=C1CNC2=CC=NN12
dsgdb9nsd_130655	O=C1CNC2=CN=NN12
dsgdb9nsd_130656	O=C1CNC2=NC=NN12
dsgdb9nsd_130657	O=C1COC2=CC=NN12
dsgdb9nsd_130658	O=C1COC2=CN=NN12
dsgdb9nsd_130659	O=C1COC2=NC=NN12
dsgdb9nsd_130660	O=C1N=CON=C1C#C
dsgdb9nsd_130661	O=C1N=CON=C1C#N
dsgdb9nsd_130663	O=C1N=NN2CCC2=N1
dsgdb9nsd_130668	O=C1N=NON=C1C#C
dsgdb9nsd_130672	O=C1NC(=NO1)C1CN1
dsgdb9nsd_130673	O=C1NC(=NO1)C1CO1
dsgdb9nsd_130674	O=C1NC(=NO1)N1CC1
dsgdb9nsd_130675	O=C1NC(=O)C=NN=C1
dsgdb9nsd_130676	O=C1NC(CC#C)=NO1
dsgdb9nsd_130677	O=C1NC2=C(N1)C=NN2
dsgdb9nsd_130678	O=C1NC2=C(N1)C=NO2
dsgdb9nsd_130679	O=C1NC2=C(N1)N=NN2
dsgdb9nsd_130681	O=C1NC2=C(O1)C=NN2
dsgdb9nsd_130682	O=C1NC2=C(O1)C=NO2
dsgdb9nsd_130683	O=C1NC2=C(O1)N=NN2
dsgdb9nsd_130685	O=C1NC2=C(ON=C2)O1
dsgdb9nsd_130688	O=C1NC=NN1CC#C
dsgdb9nsd_130689	O=C1NC=NN1CC#N
dsgdb9nsd_130690	O=C1NCC2=C1C=NN2
dsgdb9nsd_130691	O=C1NCC2=C1C=NO2
dsgdb9nsd_130693	O=C1NCC2=C1NN=C2
dsgdb9nsd_130694	O=C1NCC2=C1ON=C2
dsgdb9nsd_130695	O=C1NCC2=C1ON=N2
dsgdb9nsd_130696	O=C1NCC2=CC=NN12
dsgdb9nsd_130697	O=C1NCC2=CN=NN12
dsgdb9nsd_130698	O=C1NCC2=NC=NN12
dsgdb9nsd_130699	O=C1NN=C(C=C1)C#C
dsgdb9nsd_130700	O=C1NN=C(C=N1)C#C
dsgdb9nsd_130701	O=C1NN=C(CC#C)N1
dsgdb9nsd_130704	O=C1NN=C(N1)C1CO1
dsgdb9nsd_130706	O=C1NN=C(N=C1)C#C
dsgdb9nsd_130707	O=C1NN=C(O1)N1CC1
dsgdb9nsd_130708	O=C1NN=C2C3CC3N12
dsgdb9nsd_130709	O=C1NN=C2C=CCN12
dsgdb9nsd_130710	O=C1NN=C2CC=CN12
dsgdb9nsd_130713	O=C1NN=C2OCCN12
dsgdb9nsd_130714	O=C1NN=CC(=C1)C#C
dsgdb9nsd_130715	O=C1NN=CC(=N1)C#C
dsgdb9nsd_130716	O=C1NN=CC(=O)C=C1
dsgdb9nsd_130717	O=C1NN=CC(=O)N=C1
dsgdb9nsd_130718	O=C1NN=CC=C1C#C
dsgdb9nsd_130719	O=C1NN=CC=CC1=O
dsgdb9nsd_130720	O=C1NN=CC=NC1=O
dsgdb9nsd_130722	O=C1NN=CN1CC#C
dsgdb9nsd_130723	O=C1NN=CN1CC#N
dsgdb9nsd_130724	O=C1NN=CN=C1C#C
dsgdb9nsd_130725	O=C1NN=CN=CC1=O
dsgdb9nsd_130726	O=C1NN=NC(=C1)C#C
dsgdb9nsd_130727	O=C1NN=NC(=C1)C#N
dsgdb9nsd_130728	O=C1NN=NC(=N1)C#C
dsgdb9nsd_130729	O=C1NN=NC(=N1)C#N
dsgdb9nsd_130730	O=C1NN=NC(=O)C=C1
dsgdb9nsd_130731	O=C1NN=NC(=O)C=N1
dsgdb9nsd_130732	O=C1NN=NC(=O)N=C1
dsgdb9nsd_130733	O=C1NN=NC=C1C#C
dsgdb9nsd_130734	O=C1NN=NC=CC1=O
dsgdb9nsd_130735	O=C1NN=NC=NC1=O
dsgdb9nsd_130737	O=C1NN=NN1CC#C
dsgdb9nsd_130738	O=C1NN=NN1CC#N
dsgdb9nsd_130739	O=C1OC2=C(O1)C=NN2
dsgdb9nsd_130740	O=C1OC2=C(O1)C=NO2
dsgdb9nsd_130743	O=C1OC=NN1CC#C
dsgdb9nsd_130744	O=C1OC=NN1CC#N
dsgdb9nsd_130745	O=C1OCC2=C1C=NN2
dsgdb9nsd_130746	O=C1OCC2=C1C=NO2
dsgdb9nsd_130748	O=C1OCC2=C1NN=C2
dsgdb9nsd_130749	O=C1OCC2=C1ON=C2
dsgdb9nsd_130750	O=C1OCC2=C1ON=N2
dsgdb9nsd_130751	O=C1OCC2=CC=NN12
dsgdb9nsd_130752	O=C1OCC2=CN=NN12
dsgdb9nsd_130753	O=C1OCC2=NC=NN12
dsgdb9nsd_130754	O=C1ON=C(C=C1)C#C
dsgdb9nsd_130755	O=C1ON=C(C=C1)C#N
dsgdb9nsd_130756	O=C1ON=C(C=N1)C#C
dsgdb9nsd_130757	O=C1ON=C(C=N1)C#N
dsgdb9nsd_130758	O=C1ON=C(CC#C)O1
dsgdb9nsd_130759	O=C1ON=C(CC#N)O1
dsgdb9nsd_130760	O=C1ON=C(N=C1)C#C
dsgdb9nsd_130761	O=C1ON=C(N=C1)C#N
dsgdb9nsd_130762	O=C1ON=C(O1)C1CC1
dsgdb9nsd_130763	O=C1ON=C(O1)C1CN1
dsgdb9nsd_130764	O=C1ON=C(O1)C1CO1
dsgdb9nsd_130765	O=C1ON=C(O1)N1CC1
dsgdb9nsd_130766	O=C1ON=C2C3CC3N12
dsgdb9nsd_130767	O=C1ON=C2C=CCN12
dsgdb9nsd_130768	O=C1ON=C2CC=CN12
dsgdb9nsd_130770	O=C1ON=C2NCCN12
dsgdb9nsd_130771	O=C1ON=C2OCCN12
dsgdb9nsd_130772	O=C1ON=CC(=C1)C#C
dsgdb9nsd_130773	O=C1ON=CC(=C1)C#N
dsgdb9nsd_130774	O=C1ON=CC(=N1)C#C
dsgdb9nsd_130775	O=C1ON=CC(=N1)C#N
dsgdb9nsd_130776	O=C1ON=CC(=O)C=C1
dsgdb9nsd_130777	O=C1ON=CC(=O)N=C1
dsgdb9nsd_130778	O=C1ON=CC=C1C#C
dsgdb9nsd_130779	O=C1ON=CC=C1C#N
dsgdb9nsd_130780	O=C1ON=CC=CC1=O
dsgdb9nsd_130781	O=C1ON=CC=NC1=O
dsgdb9nsd_130783	O=C1ON=CN1CC#C
dsgdb9nsd_130784	O=C1ON=CN1CC#N
dsgdb9nsd_130785	O=C1ON=CN=C1C#C
dsgdb9nsd_130786	O=C1ON=CN=C1C#N
dsgdb9nsd_130787	O=C1ON=CN=CC1=O
dsgdb9nsd_130788	O=C1ON=NC(=C1)C#C
dsgdb9nsd_130789	O=C1ON=NC(=C1)C#N
dsgdb9nsd_130790	O=C1ON=NC(=N1)C#C
dsgdb9nsd_130791	O=C1ON=NC(=N1)C#N
dsgdb9nsd_130792	O=C1ON=NC(=O)C=C1
dsgdb9nsd_130793	O=C1ON=NC(=O)C=N1
dsgdb9nsd_130795	O=C1ON=NC=C1C#C
dsgdb9nsd_130796	O=C1ON=NC=C1C#N
dsgdb9nsd_130797	O=C1ON=NC=CC1=O
dsgdb9nsd_130798	O=C1ON=NC=NC1=O
dsgdb9nsd_130799	O=C1ON=NN1C1CC1
dsgdb9nsd_130800	O=C1ON=NN1CC#C
dsgdb9nsd_130801	O=C1ON=NN1CC#N
dsgdb9nsd_130802	O=CC#CC1=CC=NN1
dsgdb9nsd_130803	O=CC#CC1=CC=NO1
dsgdb9nsd_130804	O=CC#CC1=CN=NO1
dsgdb9nsd_130805	O=CC#CC1=CNN=C1
dsgdb9nsd_130806	O=CC#CC1=CNN=N1
dsgdb9nsd_130807	O=CC#CC1=CON=C1
dsgdb9nsd_130808	O=CC#CC1=CON=N1
dsgdb9nsd_130809	O=CC#CC1=NC=NO1
dsgdb9nsd_130810	O=CC#CC1=NNC=C1
dsgdb9nsd_130811	O=CC#CC1=NNC=N1
dsgdb9nsd_130812	O=CC#CC1=NNN=C1
dsgdb9nsd_130813	O=CC#CC1=NNN=N1
dsgdb9nsd_130814	O=CC#CC1=NOC=C1
dsgdb9nsd_130815	O=CC#CC1=NOC=N1
dsgdb9nsd_130816	O=CC#CC1=NON=C1
dsgdb9nsd_130817	O=CC#CC1=NON=N1
dsgdb9nsd_130818	O=CC(=O)C1=CC=NN1
dsgdb9nsd_130819	O=CC(=O)C1=CC=NO1
dsgdb9nsd_130820	O=CC(=O)C1=CN=NO1
dsgdb9nsd_130821	O=CC(=O)C1=CNN=C1
dsgdb9nsd_130822	O=CC(=O)C1=CON=C1
dsgdb9nsd_130823	O=CC(=O)C1=CON=N1
dsgdb9nsd_130824	O=CC(=O)C1=NC=NO1
dsgdb9nsd_130825	O=CC(=O)C1=NNC=C1
dsgdb9nsd_130826	O=CC(=O)C1=NNN=C1
dsgdb9nsd_130827	O=CC(=O)C1=NOC=C1
dsgdb9nsd_130828	O=CC(=O)C1=NOC=N1
dsgdb9nsd_130829	O=CC(=O)C1=NON=C1
dsgdb9nsd_130830	O=CC(=O)C1=NON=N1
dsgdb9nsd_130831	O=CC(=O)N1C=CC=N1
dsgdb9nsd_130832	O=CC(=O)N1C=CN=N1
dsgdb9nsd_130833	O=CC(=O)N1C=NC=N1
dsgdb9nsd_130834	O=CC(=O)N1C=NN=C1
dsgdb9nsd_130835	O=CC(=O)N1C=NN=N1
dsgdb9nsd_130836	O=CC(=O)N1N=CC=N1
dsgdb9nsd_130837	O=CC(=O)N1N=CN=N1
dsgdb9nsd_130838	O=CC(=O)N1N=NN=N1
dsgdb9nsd_130839	O=CC1=C(C=NN1)C#C
dsgdb9nsd_130840	O=CC1=C(C=NN1)C#N
dsgdb9nsd_130841	O=CC1=C(C=NO1)C#C
dsgdb9nsd_130842	O=CC1=C(C=NO1)C#N
dsgdb9nsd_130843	O=CC1=C(C=O)C=NN1
dsgdb9nsd_130844	O=CC1=C(C=O)C=NO1
dsgdb9nsd_130845	O=CC1=C(C=O)N=NO1
dsgdb9nsd_130846	O=CC1=C(N=NN1)C#C
dsgdb9nsd_130847	O=CC1=C(N=NO1)C#C
dsgdb9nsd_130848	O=CC1=C(N=NO1)C#N
dsgdb9nsd_130849	O=CC1=C(NN=C1)C#C
dsgdb9nsd_130850	O=CC1=C(ON=C1)C#C
dsgdb9nsd_130851	O=CC1=C(ON=C1)C#N
dsgdb9nsd_130852	O=CC1=C(ON=N1)C#C
dsgdb9nsd_130853	O=CC1=C(ON=N1)C#N
dsgdb9nsd_130855	O=CC1=C2CCN2N=N1
dsgdb9nsd_130856	O=CC1=CC(=NN1)C#C
dsgdb9nsd_130857	O=CC1=CC(=NN1)C#N
dsgdb9nsd_130858	O=CC1=CC(=NO1)C#C
dsgdb9nsd_130859	O=CC1=CC(=NO1)C#N
dsgdb9nsd_130860	O=CC1=CC(=O)C=NO1
dsgdb9nsd_130862	O=CC1=CC(=O)NN=C1
dsgdb9nsd_130863	O=CC1=CC(=O)NN=N1
dsgdb9nsd_130864	O=CC1=CC(=O)ON=C1
dsgdb9nsd_130865	O=CC1=CC(=O)ON=N1
dsgdb9nsd_130866	O=CC1=CC(C=O)=NN1
dsgdb9nsd_130867	O=CC1=CC(C=O)=NO1
dsgdb9nsd_130868	O=CC1=CC=NNC1=O
dsgdb9nsd_130869	O=CC1=CC=NOC1=O
dsgdb9nsd_130870	O=CC1=CN=NNC1=O
dsgdb9nsd_130871	O=CC1=CN=NOC1=O
dsgdb9nsd_130872	O=CC1=CNN=C1C#C
dsgdb9nsd_130873	O=CC1=CNN=C1C#N
dsgdb9nsd_130874	O=CC1=CNN=C1C=O
dsgdb9nsd_130875	O=CC1=CON=C1C#C
dsgdb9nsd_130876	O=CC1=CON=C1C#N
dsgdb9nsd_130877	O=CC1=CON=C1C=O
dsgdb9nsd_130878	O=CC1=CON=CC1=O
dsgdb9nsd_130880	O=CC1=NC(=NO1)C#C
dsgdb9nsd_130881	O=CC1=NC(=NO1)C#N
dsgdb9nsd_130882	O=CC1=NC(=O)C=NO1
dsgdb9nsd_130884	O=CC1=NC(=O)NN=C1
dsgdb9nsd_130885	O=CC1=NC(=O)NN=N1
dsgdb9nsd_130886	O=CC1=NC(=O)ON=C1
dsgdb9nsd_130887	O=CC1=NC(=O)ON=N1
dsgdb9nsd_130888	O=CC1=NC(C=O)=NO1
dsgdb9nsd_130889	O=CC1=NC=NNC1=O
dsgdb9nsd_130890	O=CC1=NC=NOC1=O
dsgdb9nsd_130892	O=CC1=NN2CCC2=N1
dsgdb9nsd_130893	O=CC1=NN=C(O1)C=O
dsgdb9nsd_130894	O=CC1=NNC(=C1)C#C
dsgdb9nsd_130895	O=CC1=NNC(=C1)C#N
dsgdb9nsd_130896	O=CC1=NNC(=O)C=C1
dsgdb9nsd_130897	O=CC1=NNC(=O)C=N1
dsgdb9nsd_130898	O=CC1=NNC(=O)N=C1
dsgdb9nsd_130899	O=CC1=NNC=C1C#C
dsgdb9nsd_130900	O=CC1=NNC=C1C#N
dsgdb9nsd_130901	O=CC1=NNN=C1C#C
dsgdb9nsd_130902	O=CC1=NNN=C1C#N
dsgdb9nsd_130903	O=CC1=NNN=C1C=O
dsgdb9nsd_130904	O=CC1=NOC(=C1)C#C
dsgdb9nsd_130905	O=CC1=NOC(=C1)C#N
dsgdb9nsd_130906	O=CC1=NOC(=N1)C#C
dsgdb9nsd_130907	O=CC1=NOC(=N1)C#N
dsgdb9nsd_130908	O=CC1=NOC(=O)C=C1
dsgdb9nsd_130909	O=CC1=NOC(=O)C=N1
dsgdb9nsd_130910	O=CC1=NOC(=O)N=C1
dsgdb9nsd_130911	O=CC1=NOC=C1C#C
dsgdb9nsd_130912	O=CC1=NOC=C1C#N
dsgdb9nsd_130913	O=CC1=NOC=CC1=O
dsgdb9nsd_130914	O=CC1=NOC=NC1=O
dsgdb9nsd_130915	O=CC1=NON=C1C#C
dsgdb9nsd_130916	O=CC1=NON=C1C#N
dsgdb9nsd_130917	O=CC1=NON=C1C=O
dsgdb9nsd_130918	O=CC1=NON=CC1=O
dsgdb9nsd_130921	O=CC1CC2=CN=NN12
dsgdb9nsd_130922	O=CC1CC2=NC=NN12
dsgdb9nsd_130924	O=CC1CN2N=CN=C12
dsgdb9nsd_130925	O=CC1CN2N=NC=C12
dsgdb9nsd_130926	O=CCC1=CN=CN=N1
dsgdb9nsd_130927	O=CCC1=CN=NC=N1
dsgdb9nsd_130928	O=CCC1=CN=NN=N1
dsgdb9nsd_130929	O=CCC1=NC=CN=N1
dsgdb9nsd_130930	O=CCC1=NC=NN=N1
dsgdb9nsd_130931	O=CCC1=NNC(=O)N1
dsgdb9nsd_130932	O=CCC1=NOC(=O)N1
dsgdb9nsd_130933	O=CCC1=NOC(=O)O1
dsgdb9nsd_130950	O=CCCC1=NON=N1
dsgdb9nsd_130958	O=CCCN1N=NN=N1
dsgdb9nsd_130959	O=CCN1C=NNC1=O
dsgdb9nsd_130960	O=CCN1C=NOC1=O
dsgdb9nsd_130961	O=CCN1N=CNC1=O
dsgdb9nsd_130962	O=CCN1N=COC1=O
dsgdb9nsd_130963	O=CCN1N=NNC1=O
dsgdb9nsd_130964	O=CCN1N=NOC1=O
dsgdb9nsd_130966	O=CCN=C1NC=NO1
dsgdb9nsd_130967	O=CCN=C1NN=NN1
dsgdb9nsd_130968	O=CCN=C1OC=NO1
dsgdb9nsd_130969	O=CCN=C1ON=NO1
dsgdb9nsd_130973	O=CCNC1=CN=NO1
dsgdb9nsd_130977	O=CCNC1=CON=N1
dsgdb9nsd_130978	O=CCNC1=NC=NO1
dsgdb9nsd_130982	O=CCNC1=NNN=N1
dsgdb9nsd_130984	O=CCNC1=NOC=N1
dsgdb9nsd_130985	O=CCNC1=NON=C1
dsgdb9nsd_130986	O=CCNC1=NON=N1
dsgdb9nsd_130988	O=CCOC1=CC=NO1
dsgdb9nsd_130989	O=CCOC1=CN=NO1
dsgdb9nsd_130991	O=CCOC1=CNN=N1
dsgdb9nsd_130992	O=CCOC1=CON=C1
dsgdb9nsd_130993	O=CCOC1=CON=N1
dsgdb9nsd_130994	O=CCOC1=NC=NO1
dsgdb9nsd_130996	O=CCOC1=NNC=N1
dsgdb9nsd_130997	O=CCOC1=NNN=C1
dsgdb9nsd_130998	O=CCOC1=NNN=N1
dsgdb9nsd_130999	O=CCOC1=NOC=C1
dsgdb9nsd_131000	O=CCOC1=NOC=N1
dsgdb9nsd_131001	O=CCOC1=NON=C1
dsgdb9nsd_131002	O=CCOC1=NON=N1
dsgdb9nsd_131003	O=CN1C=C(C=N1)C#C
dsgdb9nsd_131004	O=CN1C=C(C=N1)C#N
dsgdb9nsd_131005	O=CN1C=C(C=O)C=N1
dsgdb9nsd_131006	O=CN1C=C(C=O)N=N1
dsgdb9nsd_131007	O=CN1C=C(N=N1)C#C
dsgdb9nsd_131008	O=CN1C=C(N=N1)C#N
dsgdb9nsd_131009	O=CN1C=CC(=N1)C#C
dsgdb9nsd_131010	O=CN1C=CC(=N1)C#N
dsgdb9nsd_131011	O=CN1C=CC(=O)C=N1
dsgdb9nsd_131012	O=CN1C=CC(=O)N=N1
dsgdb9nsd_131013	O=CN1C=CC(C=O)=N1
dsgdb9nsd_131014	O=CN1C=NC(=N1)C#C
dsgdb9nsd_131015	O=CN1C=NC(=N1)C#N
dsgdb9nsd_131016	O=CN1C=NC(=O)C=N1
dsgdb9nsd_131017	O=CN1C=NC(=O)N=N1
dsgdb9nsd_131018	O=CN1C=NC(C=O)=N1
dsgdb9nsd_131019	O=CN1N=CC(=N1)C#C
dsgdb9nsd_131020	O=CN1N=CC(=N1)C#N
dsgdb9nsd_131021	O=CN1N=CC(=O)C=N1
dsgdb9nsd_131022	O=CN1N=CC(=O)N=N1
dsgdb9nsd_131023	O=CN1N=CC(C=O)=N1
dsgdb9nsd_131024	O=CN1N=CC=C1C#C
dsgdb9nsd_131025	O=CN1N=CC=C1C#N
dsgdb9nsd_131026	O=CN1N=CC=C1C=O
dsgdb9nsd_131027	O=CN1N=CC=CC1=O
dsgdb9nsd_131028	O=CN1N=CC=NC1=O
dsgdb9nsd_131029	O=CN1N=CN=C1C#C
dsgdb9nsd_131030	O=CN1N=CN=C1C#N
dsgdb9nsd_131031	O=CN1N=CN=C1C=O
dsgdb9nsd_131032	O=CN1N=CN=CC1=O
dsgdb9nsd_131033	O=CN1N=NC(=N1)C#C
dsgdb9nsd_131034	O=CN1N=NC(=N1)C#N
dsgdb9nsd_131035	O=CN1N=NC(=O)N=N1
dsgdb9nsd_131036	O=CN1N=NC(C=O)=N1
dsgdb9nsd_131037	O=CN1N=NC=C1C#C
dsgdb9nsd_131038	O=CN1N=NC=C1C#N
dsgdb9nsd_131039	O=CN1N=NC=C1C=O
dsgdb9nsd_131040	O=CN1N=NC=CC1=O
dsgdb9nsd_131041	O=CN1N=NC=NC1=O
dsgdb9nsd_131042	O=CNC1=CN=CN=N1
dsgdb9nsd_131043	O=CNC1=CN=NC=N1
dsgdb9nsd_131044	O=CNC1=CN=NN=N1
dsgdb9nsd_131045	O=CNC1=NC=CN=N1
dsgdb9nsd_131046	O=CNC1=NC=NN=N1
dsgdb9nsd_131047	O=CNC1=NNC(=O)N1
dsgdb9nsd_131048	O=CNC1=NOC(=O)N1
dsgdb9nsd_131049	O=CNC1=NOC(=O)O1
dsgdb9nsd_131053	O=CNCC1=CN=NO1
dsgdb9nsd_131057	O=CNCC1=CON=N1
dsgdb9nsd_131059	O=CNCC1=NC=NO1
dsgdb9nsd_131064	O=CNCC1=NOC=N1
dsgdb9nsd_131065	O=CNCC1=NON=C1
dsgdb9nsd_131066	O=CNCC1=NON=N1
dsgdb9nsd_131067	O=COC1=CN=CN=N1
dsgdb9nsd_131068	O=COC1=CN=NC=N1
dsgdb9nsd_131069	O=COC1=CN=NN=N1
dsgdb9nsd_131070	O=COC1=NC=CN=N1
dsgdb9nsd_131071	O=COC1=NC=NN=N1
dsgdb9nsd_131072	O=COC1=NNC(=O)N1
dsgdb9nsd_131073	O=COC1=NOC(=O)N1
dsgdb9nsd_131074	O=COC1=NOC(=O)O1
dsgdb9nsd_131076	O=COCC1=CC=NO1
dsgdb9nsd_131077	O=COCC1=CN=NN1
dsgdb9nsd_131078	O=COCC1=CN=NO1
dsgdb9nsd_131080	O=COCC1=CNN=N1
dsgdb9nsd_131081	O=COCC1=CON=C1
dsgdb9nsd_131082	O=COCC1=CON=N1
dsgdb9nsd_131083	O=COCC1=NC=NN1
dsgdb9nsd_131084	O=COCC1=NC=NO1
dsgdb9nsd_131086	O=COCC1=NNC=N1
dsgdb9nsd_131087	O=COCC1=NNN=C1
dsgdb9nsd_131088	O=COCC1=NOC=C1
dsgdb9nsd_131089	O=COCC1=NOC=N1
dsgdb9nsd_131090	O=COCC1=NON=C1
dsgdb9nsd_131091	O=COCC1=NON=N1
dsgdb9nsd_131094	OC(C#C)C1=CC=NO1
dsgdb9nsd_131095	OC(C#C)C1=CN=NN1
dsgdb9nsd_131096	OC(C#C)C1=CN=NO1
dsgdb9nsd_131098	OC(C#C)C1=CNN=N1
dsgdb9nsd_131099	OC(C#C)C1=CON=C1
dsgdb9nsd_131100	OC(C#C)C1=CON=N1
dsgdb9nsd_131101	OC(C#C)C1=NC=NO1
dsgdb9nsd_131103	OC(C#C)C1=NNN=C1
dsgdb9nsd_131104	OC(C#C)C1=NOC=C1
dsgdb9nsd_131105	OC(C#C)C1=NOC=N1
dsgdb9nsd_131106	OC(C#C)C1=NON=C1
dsgdb9nsd_131107	OC(C#C)C1=NON=N1
dsgdb9nsd_131108	OC(C#N)C1=CC=NN1
dsgdb9nsd_131109	OC(C#N)C1=CC=NO1
dsgdb9nsd_131110	OC(C#N)C1=CN=NN1
dsgdb9nsd_131111	OC(C#N)C1=CN=NO1
dsgdb9nsd_131112	OC(C#N)C1=CNN=C1
dsgdb9nsd_131113	OC(C#N)C1=CNN=N1
dsgdb9nsd_131114	OC(C#N)C1=CON=C1
dsgdb9nsd_131115	OC(C#N)C1=CON=N1
dsgdb9nsd_131116	OC(C#N)C1=NC=NO1
dsgdb9nsd_131117	OC(C#N)C1=NNC=C1
dsgdb9nsd_131118	OC(C#N)C1=NOC=C1
dsgdb9nsd_131119	OC(C#N)C1=NOC=N1
dsgdb9nsd_131120	OC(C#N)C1=NON=C1
dsgdb9nsd_131121	OC(C#N)C1=NON=N1
dsgdb9nsd_131123	OC(C=O)C1=CC=NO1
dsgdb9nsd_131124	OC(C=O)C1=CN=NN1
dsgdb9nsd_131125	OC(C=O)C1=CN=NO1
dsgdb9nsd_131127	OC(C=O)C1=CNN=N1
dsgdb9nsd_131128	OC(C=O)C1=CON=C1
dsgdb9nsd_131129	OC(C=O)C1=CON=N1
dsgdb9nsd_131130	OC(C=O)C1=NC=NO1
dsgdb9nsd_131132	OC(C=O)C1=NNN=C1
dsgdb9nsd_131133	OC(C=O)C1=NOC=C1
dsgdb9nsd_131134	OC(C=O)C1=NOC=N1
dsgdb9nsd_131135	OC(C=O)C1=NON=C1
dsgdb9nsd_131136	OC(C=O)C1=NON=N1
dsgdb9nsd_131151	OC1(CC1)C1=NON=N1
dsgdb9nsd_131153	OC12CC1N1N=CN=C21
dsgdb9nsd_131154	OC12CC1N1N=NC=C21
dsgdb9nsd_131158	OC1=C(CC#C)NN=N1
dsgdb9nsd_131159	OC1=C(CC#N)NN=C1
dsgdb9nsd_131161	OC1=C(CC=O)NN=N1
dsgdb9nsd_131164	OC1=C(NC=N)N=NN1
dsgdb9nsd_131166	OC1=C(NC=N)NN=N1
dsgdb9nsd_131167	OC1=C(NC=N)ON=N1
dsgdb9nsd_131168	OC1=C(NC=O)NN=N1
dsgdb9nsd_131172	OC1=C(NN=C1)OC=N
dsgdb9nsd_131173	OC1=C(NN=C1)OC=O
dsgdb9nsd_131176	OC1=C(NN=N1)C1CO1
dsgdb9nsd_131178	OC1=C(O)C(=N)C=NN1
dsgdb9nsd_131179	OC1=C(O)C(C=O)=NN1
dsgdb9nsd_131180	OC1=C(OC=N)C=NN1
dsgdb9nsd_131181	OC1=C(OC=N)N=NN1
dsgdb9nsd_131182	OC1=C(OC=N)ON=N1
dsgdb9nsd_131183	OC1=C(OC=O)C=NN1
dsgdb9nsd_131184	OC1=C(OC=O)N=NN1
dsgdb9nsd_131185	OC1=C(OC=O)ON=N1
dsgdb9nsd_131187	OC1=C(ON=N1)N1CC1
dsgdb9nsd_131189	OC1=C2C3CC3N2N=N1
dsgdb9nsd_131192	OC1=C2C=CCN2N=N1
dsgdb9nsd_131194	OC1=C2CC=CN2N=N1
dsgdb9nsd_131204	OC1=C2NN=NC2=CN1
dsgdb9nsd_131207	OC1=C2OCCN2N=N1
dsgdb9nsd_131208	OC1=C2OCOC2=NN1
dsgdb9nsd_131209	OC1=CC(=N)C(O)=NN1
dsgdb9nsd_131210	OC1=CC(=N)NN=C1O
dsgdb9nsd_131215	OC1=CC(=O)NN=C1O
dsgdb9nsd_131217	OC1=CC(CC#N)=NN1
dsgdb9nsd_131220	OC1=CC2=C(N1)C=NN2
dsgdb9nsd_131221	OC1=CC2=C(N1)C=NO2
dsgdb9nsd_131222	OC1=CC2=C(N1)N=NN2
dsgdb9nsd_131223	OC1=CC2=C(N1)N=NO2
dsgdb9nsd_131224	OC1=CC2=C(N1)ON=C2
dsgdb9nsd_131226	OC1=CC2=C(NN=C2)N1
dsgdb9nsd_131227	OC1=CC2=C(NN=N2)N1
dsgdb9nsd_131230	OC1=CC=NN1CC#N
dsgdb9nsd_131233	OC1=CN(CC#C)N=N1
dsgdb9nsd_131234	OC1=CN(CC#N)N=C1
dsgdb9nsd_131235	OC1=CN(CC#N)N=N1
dsgdb9nsd_131237	OC1=CN(CC=O)N=N1
dsgdb9nsd_131240	OC1=CN2C=NN=C2N1
dsgdb9nsd_131241	OC1=CN2C=NNC2=N1
dsgdb9nsd_131242	OC1=CN2C=NOC2=N1
dsgdb9nsd_131243	OC1=CN2N=CN=C2N1
